iter,propose_t0,propose_t1,train_t0,train_t1,prompt_tokens,completion_tokens,proposer_latency_s,guard_ok,guard_violations,val_acc,decision,exit_code,discarded_by_rollback,E_prop_J,E_train_J,E_iter_J,proposer,patience,loop_budget,run
14,1786553318.1582887,1786553380.919175,1786553380.9335115,1786553383.8042028,3486,2134,62.76080298423767,True,[],,errored,1.0,False,5827.421,33.216,5860.637000000001,dense,3,20,run_3_repetition_0
15,1786553383.8105376,1786553446.1426165,1786553446.1556482,1786553449.0262833,3509,2119,62.33199596405029,True,[],,errored,1.0,False,5910.934,27.337,5938.271000000001,dense,3,20,run_3_repetition_0
16,1786553449.0336075,1786553511.6949856,1786553511.7018476,1786553514.5721145,3532,2130,62.66129493713379,True,[],,errored,1.0,False,5802.538,36.501,5839.039,dense,3,20,run_3_repetition_0
17,1786553514.5784144,1786553576.5236568,1786553576.530858,1786553579.450319,3555,2105,61.94515538215637,True,[],,errored,1.0,False,5871.468,32.489,5903.956999999999,dense,3,20,run_3_repetition_0
18,1786553579.4572265,1786553642.8994248,1786553642.906582,1786553645.6771312,3578,2156,63.442110776901245,True,[],,errored,1.0,False,5881.026,33.889,5914.915,dense,3,20,run_3_repetition_0
19,1786553645.6833854,1786553708.84857,1786553708.8557398,1786553711.727311,3601,2146,63.1651029586792,True,[],,errored,1.0,False,5886.184,31.724,5917.908,dense,3,20,run_3_repetition_0
20,1786553711.7341757,1786553774.3826573,1786553774.3977242,1786553777.2683766,3624,2128,62.648393630981445,True,[],,errored,1.0,False,5933.421,27.657,5961.078,dense,3,20,run_3_repetition_0
1,1786553959.448992,1786554020.0560176,1786554020.0702658,1786554068.068823,2613,2080,60.60687613487244,True,[],0.6714,reverted,0.0,True,5503.463,4533.283,10036.746,dense,3,20,run_3_repetition_1
2,1786554068.070187,1786554130.7019207,1786554130.7163155,1786554178.7977743,2780,2150,62.631630420684814,True,[],0.3434,reverted,0.0,True,5748.004,4399.967,10147.971,dense,3,20,run_3_repetition_1
3,1786554178.799139,1786554241.884603,1786554241.8919911,1786554289.9780743,2898,2162,63.08532667160034,True,[],0.2884,reverted,0.0,True,5707.893,4454.772,10162.665,dense,3,20,run_3_repetition_1
4,1786554289.9852648,1786554348.7456048,1786554348.7522964,1786554396.4776883,2729,2020,58.76025652885437,True,[],0.751,provisional,0.0,False,5445.14,4579.34,10024.48,dense,3,20,run_3_repetition_1
5,1786554396.4790382,1786554457.0844028,1786554457.0985348,1786554505.124459,2830,2080,60.605276346206665,True,[],0.8248,keep,0.0,False,5603.865,4423.185,10027.05,dense,3,20,run_3_repetition_1
6,1786554505.1271164,1786554566.3520482,1786554566.3660946,1786554614.142753,2911,2099,61.22484731674194,True,[],0.8096,reverted,0.0,True,5563.343,4439.605,10002.948,dense,3,20,run_3_repetition_1
7,1786554614.1442697,1786554678.769446,1786554678.777272,1786554681.4980288,2972,2214,64.62504506111145,True,[],,errored,1.0,False,5933.937,47.308,5981.245,dense,3,20,run_3_repetition_1
8,1786554681.5042038,1786554745.9238176,1786554745.93029,1786554748.7013104,3418,2192,64.4195237159729,True,[],,errored,1.0,False,6012.798,45.113,6057.911,dense,3,20,run_3_repetition_1
9,1786554748.708014,1786554813.419021,1786554813.4338982,1786554816.2039769,3499,2200,64.71091961860657,True,[],,errored,1.0,False,6168.761,40.071,6208.832,dense,3,20,run_3_repetition_1
10,1786554816.2106123,1786554881.2293687,1786554881.2361217,1786554884.0069249,3518,2210,65.01867246627808,True,[],,errored,1.0,False,6084.148,42.191,6126.339,dense,3,20,run_3_repetition_1
11,1786554884.013057,1786554949.3489237,1786554949.3634222,1786554952.081956,3540,2220,65.33576583862305,True,[],,errored,1.0,False,6245.51,38.193,6283.703,dense,3,20,run_3_repetition_1
12,1786554952.088254,1786555016.6314068,1786555016.6465876,1786555019.4170327,3563,2193,64.54306626319885,True,[],,errored,1.0,False,6026.927,43.344,6070.271,dense,3,20,run_3_repetition_1
13,1786555019.4235816,1786555084.0494108,1786555084.0617585,1786555086.831009,3584,2195,64.62574625015259,True,[],,errored,1.0,False,6056.754,43.658,6100.412,dense,3,20,run_3_repetition_1
14,1786555086.8376114,1786555151.8787951,1786555151.893455,1786555154.664085,3606,2209,65.0410668849945,True,[],,errored,1.0,False,6161.002,50.156,6211.158,dense,3,20,run_3_repetition_1
15,1786555154.6712315,1786555217.4498744,1786555217.4573,1786555265.2348733,3629,2131,62.77855491638184,True,[],0.8046,reverted,0.0,True,5857.283,4403.377,10260.66,dense,3,20,run_3_repetition_1
16,1786555265.2363007,1786555327.791699,1786555327.8062055,1786555375.6396177,3217,2138,62.555307388305664,True,[],0.7734,reverted,0.0,True,5678.233,4440.748,10118.981,dense,3,20,run_3_repetition_1
17,1786555375.646732,1786555439.5320115,1786555439.547058,1786555487.332395,3187,2185,63.8851969242096,True,[],0.7388,reverted,0.0,True,5926.6,4707.927,10634.527,dense,3,20,run_3_repetition_1
18,1786555487.333951,1786555551.231989,1786555551.2393258,1786555599.0236256,3323,2181,63.89795017242432,True,[],0.7418,reverted,0.0,True,5811.359,4370.503,10181.862,dense,3,20,run_3_repetition_1
19,1786555599.025865,1786555662.7236016,1786555662.7313657,1786555710.5135136,3358,2174,63.69763898849487,True,[],0.696,reverted,0.0,True,5790.754,4486.22,10276.974,dense,3,20,run_3_repetition_1
20,1786555710.5201705,1786555775.14917,1786555775.163556,1786555822.9456584,3288,2209,64.62891101837158,True,[],0.8212,reverted,0.0,True,5975.901,4616.55,10592.451,dense,3,20,run_3_repetition_1
1,1786548044.4616475,1786548103.8143368,1786548103.8289945,1786548151.703329,2613,2033,59.35258340835571,True,[],0.4966,reverted,0.0,True,5246.705,4272.141,9518.846,dense,3,20,run_3_repetition_2
2,1786548151.7048354,1786548211.759018,1786548211.766458,1786548259.640918,2729,2062,60.05409049987793,True,[],0.3588,reverted,0.0,True,5417.663,4223.021,9640.684,dense,3,20,run_3_repetition_2
3,1786548259.6422484,1786548320.3818104,1786548320.388482,1786548368.3160524,2802,2084,60.73947048187256,True,[],0.107,reverted,0.0,True,5518.819,4006.191,9525.01,dense,3,20,run_3_repetition_2
4,1786548368.3223977,1786548429.0124748,1786548429.0271928,1786548476.952716,2738,2085,60.68995237350464,True,[],0.383,reverted,0.0,True,5496.779,4458.253,9955.032,dense,3,20,run_3_repetition_2
5,1786548476.9540458,1786548536.335174,1786548536.3494236,1786548584.2733848,2902,2035,59.38104200363159,True,[],0.328,reverted,0.0,True,5402.11,4165.389,9567.499,dense,3,20,run_3_repetition_2
6,1786548584.2747326,1786548644.685775,1786548644.7001214,1786548692.7318425,2885,2071,60.41095995903015,True,[],0.0978,reverted,0.0,True,5490.645,4196.188,9686.833,dense,3,20,run_3_repetition_2
7,1786548692.7383327,1786548752.5597486,1786548752.566125,1786548800.5410814,2853,2053,59.82128190994263,True,[],0.4052,reverted,0.0,True,5411.655,4327.919,9739.574,dense,3,20,run_3_repetition_2
8,1786548800.5424318,1786548863.1323316,1786548863.1392026,1786548911.0640686,2980,2144,62.58981823921204,True,[],0.4268,reverted,0.0,True,5689.408,4180.718,9870.126,dense,3,20,run_3_repetition_2
9,1786548911.065416,1786548974.5116618,1786548974.5259123,1786549022.5616994,3107,2170,63.44615960121155,True,[],0.5928,reverted,0.0,True,5765.38,4360.995,10126.375,dense,3,20,run_3_repetition_2
10,1786549022.5684693,1786549084.0866563,1786549084.0941796,1786549131.9201992,2961,2109,61.51810050010681,True,[],0.7732,reverted,0.0,True,5602.707,4531.482,10134.189,dense,3,20,run_3_repetition_2
11,1786549131.9217598,1786549196.7134392,1786549196.7288165,1786549244.5514722,3149,2216,64.79159545898438,True,[],0.6908,reverted,0.0,True,6023.756,4639.886,10663.642,dense,3,20,run_3_repetition_2
12,1786549244.5528345,1786549309.7964027,1786549309.8110974,1786549357.5853837,3297,2227,65.24348306655884,True,[],0.7468,reverted,0.0,True,5955.25,4408.533,10363.783,dense,3,20,run_3_repetition_2
13,1786549357.5918696,1786549418.243678,1786549418.2584388,1786549466.082864,3075,2077,60.651721239089966,True,[],0.771,reverted,0.0,True,5612.574,4583.416,10195.99,dense,3,20,run_3_repetition_2
14,1786549466.0843232,1786549531.068308,1786549531.0901897,1786549578.9151828,3227,2222,64.98389196395874,True,[],0.7718,reverted,0.0,True,6040.636,4655.801,10696.437000000002,dense,3,20,run_3_repetition_2
15,1786549578.9167943,1786549644.9304695,1786549644.945263,1786549692.770596,3411,2251,66.0135908126831,True,[],0.747,reverted,0.0,True,6021.623,4438.099,10459.722,dense,3,20,run_3_repetition_2
16,1786549692.7779837,1786549752.857882,1786549752.872546,1786549800.8510208,3193,2056,60.07981014251709,True,[],0.4108,reverted,0.0,True,5584.642,4419.447,10004.089,dense,3,20,run_3_repetition_2
17,1786549800.8523982,1786549864.7376904,1786549864.7522025,1786549912.7299938,3323,2182,63.88519525527954,True,[],0.0978,reverted,0.0,True,5938.014,4162.157,10100.171,dense,3,20,run_3_repetition_2
18,1786549912.7313774,1786549975.4161615,1786549975.4308136,1786550023.354899,3491,2136,62.684696435928345,True,[],0.472,reverted,0.0,True,5702.063,4253.805,9955.868,dense,3,20,run_3_repetition_2
19,1786550023.362276,1786550082.0293198,1786550082.036092,1786550129.860415,3311,2005,58.666958808898926,True,[],0.4782,reverted,0.0,True,5457.421,4618.987,10076.408,dense,3,20,run_3_repetition_2
20,1786550129.8617992,1786550193.2525663,1786550193.267409,1786550241.0918958,3394,2165,63.390637159347534,True,[],0.0964,reverted,0.0,True,5861.781,4517.207,10378.988,dense,3,20,run_3_repetition_2
1,1786557712.025031,1786557743.0317106,1786557743.0460477,1786557790.823241,2591,2084,31.00651979446411,True,[],0.8092,keep,0.0,False,1957.842,4232.707,6190.549000000001,moe,1,10,run_4_repetition_0
2,1786557790.8260615,1786557821.633922,1786557821.6410391,1786557869.423785,2770,2084,30.807767629623413,True,[],0.8164,reverted,0.0,True,1927.067,4610.843,6537.91,moe,1,10,run_4_repetition_0
3,1786557869.430956,1786557901.6566856,1786557901.6636906,1786557904.384097,2799,2176,32.2256383895874,True,[],,errored,1.0,False,1827.64,41.784,1869.424,moe,1,10,run_4_repetition_0
4,1786557904.3991835,1786557935.614631,1786557935.6217818,1786557983.398385,3060,2107,31.21531701087952,True,[],0.82,reverted,0.0,True,2105.815,4350.184,6455.999,moe,1,10,run_4_repetition_0
5,1786557983.4046595,1786558014.4075556,1786558014.421871,1786558062.2075243,2856,2102,31.00281143188477,True,[],0.8198,reverted,0.0,True,1977.69,4442.767,6420.457,moe,1,10,run_4_repetition_0
6,1786558062.2141638,1786558093.422316,1786558093.4372334,1786558141.2737706,2892,2110,31.208064556121823,True,[],0.8002,reverted,0.0,True,1818.762,4653.356,6472.118,moe,1,10,run_4_repetition_0
7,1786558141.2797458,1786558174.4059613,1786558174.4208248,1786558177.1908422,2928,2233,33.12613129615784,True,[],,errored,1.0,False,1906.573,54.506,1961.079,moe,1,10,run_4_repetition_0
8,1786558177.1977987,1786558208.722721,1786558208.729629,1786558256.5136566,3201,2112,31.52483320236206,True,[],0.8028,reverted,0.0,True,1997.061,4475.051,6472.112,moe,1,10,run_4_repetition_0
9,1786558256.5196753,1786558288.8264704,,,2986,2181,32.30670762062073,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,1811.701,0.0,1811.701,moe,1,10,run_4_repetition_0
10,1786558288.8305414,1786558320.5084877,1786558320.515271,1786558368.349393,3044,2113,31.67781686782837,True,[],0.8108,reverted,0.0,True,2110.62,4260.836,6371.456,moe,1,10,run_4_repetition_0
1,1786520617.3837292,1786520648.6048548,,,2591,2121,31.221022367477417,False,['TRAIN_SECONDS was changed to 45.0; it must remain 240.0'],,rejected,,False,1922.144,0.0,1922.144,moe,1,10,run_4_repetition_1
2,1786520648.6087894,1786520677.9441495,1786520677.9511576,1786520680.4721704,2666,1985,29.33522605895996,True,[],,errored,1.0,False,1788.957,38.052,1827.009,moe,1,10,run_4_repetition_1
3,1786520680.4797285,1786520710.9458091,1786520710.9525242,1786520713.622619,2839,2064,30.465991973876957,True,[],,errored,1.0,False,1933.938,39.509,1973.447,moe,1,10,run_4_repetition_1
4,1786520713.6372375,1786520743.020847,,,2939,1993,29.383522272109985,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,1751.658,0.0,1751.658,moe,1,10,run_4_repetition_1
5,1786520743.024383,1786520771.5798037,1786520771.5864143,1786520819.3111978,2727,1939,28.55533504486084,True,[],0.764,reverted,0.0,True,1831.251,4381.312,6212.563,moe,1,10,run_4_repetition_1
6,1786520819.318733,1786520851.2271838,1786520851.2417986,1786520899.0180502,2733,2173,31.908318758010864,True,[],0.8394,keep,0.0,False,1992.267,4359.308,6351.575,moe,1,10,run_4_repetition_1
7,1786520899.0212932,1786520931.089803,1786520931.0964262,1786520978.879158,2988,2165,32.06837630271912,True,[],0.7844,reverted,0.0,True,1900.435,4629.995,6530.43,moe,1,10,run_4_repetition_1
8,1786520978.8853984,1786521010.7193952,1786521010.7341714,1786521013.2545989,3020,2165,31.833908081054688,True,[],,errored,1.0,False,1945.203,39.14,1984.343,moe,1,10,run_4_repetition_1
9,1786521013.261433,1786521045.4593267,,,3243,2170,32.1978075504303,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2053.945,0.0,2053.945,moe,1,10,run_4_repetition_1
10,1786521045.463317,1786521077.358916,1786521077.373897,1786521125.148475,3096,2163,31.89551281929016,True,[],0.8258,reverted,0.0,True,1930.354,4440.502,6370.856000000001,moe,1,10,run_4_repetition_1
1,1786550443.8675177,1786550475.7123268,1786550475.7195675,1786550478.4908974,2591,2166,31.84469962120056,True,[],,errored,1.0,False,1898.816,43.002,1941.818,moe,1,10,run_4_repetition_2
2,1786550478.505978,1786550507.9385073,1786550507.952763,1786550510.6732025,2892,1983,29.43243193626404,True,[],,errored,1.0,False,1870.338,37.522,1907.86,moe,1,10,run_4_repetition_2
3,1786550510.6810737,1786550539.886255,1786550539.8931043,1786550587.6668298,3054,1996,29.20509457588196,True,[],0.8124,keep,0.0,False,1789.024,4684.103,6473.127,moe,1,10,run_4_repetition_2
4,1786550587.669972,1786550617.7299275,1786550617.7369225,1786550665.56781,2720,2032,30.05982446670532,True,[],0.8122,reverted,0.0,True,1661.162,4303.673,5964.835,moe,1,10,run_4_repetition_2
5,1786550665.5729144,1786550695.6344235,1786550695.641212,1786550743.4173565,2752,2031,30.061420440673828,True,[],0.8212,reverted,0.0,True,1832.921,4405.086,6238.0070000000005,moe,1,10,run_4_repetition_2
6,1786550743.424137,1786550774.336727,1786550774.351729,1786550822.128589,2784,2104,30.912453651428223,True,[],0.6378,reverted,0.0,True,1991.434,4449.04,6440.474,moe,1,10,run_4_repetition_2
7,1786550822.135342,1786550853.6708114,1786550853.6780577,1786550901.5075054,2816,2141,31.535383224487305,True,[],0.8462,keep,0.0,False,1999.105,4693.488,6692.593000000001,moe,1,10,run_4_repetition_2
8,1786550901.510271,1786550933.1255057,,,2999,2140,31.61510992050171,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,1826.258,0.0,1826.258,moe,1,10,run_4_repetition_2
9,1786550933.129419,1786550964.5235612,1786550964.5381234,1786551012.3182752,3052,2136,31.39405941963196,True,[],0.8468,reverted,0.0,True,2049.031,4415.612,6464.643,moe,1,10,run_4_repetition_2
10,1786551012.326172,1786551043.938794,1786551043.945658,1786551091.8317802,3057,2139,31.61253571510315,True,[],0.7968,reverted,0.0,True,2045.879,4819.298,6865.177,moe,1,10,run_4_repetition_2
1,1786556028.7246473,1786556059.3968344,1786556059.4039736,1786556107.181377,2591,2090,30.67205262184143,True,[],0.815,keep,0.0,False,1819.088,4468.967,6288.054999999999,moe,1,20,run_5_repetition_0
2,1786556107.184235,1786556137.9165423,1786556137.931962,1786556185.7157018,2778,2088,30.7321560382843,True,[],0.7854,reverted,0.0,True,1847.55,4576.543,6424.093,moe,1,20,run_5_repetition_0
3,1786556185.721635,1786556216.7038274,1786556216.711335,1786556264.497259,2810,2108,30.98207235336304,True,[],0.8,reverted,0.0,True,1887.282,4515.332,6402.6140000000005,moe,1,20,run_5_repetition_0
4,1786556264.5054514,1786556295.4456832,1786556295.452729,1786556343.2852974,2842,2090,30.94009685516357,True,[],0.7996,reverted,0.0,True,1877.001,4591.045,6468.046,moe,1,20,run_5_repetition_0
5,1786556343.2922697,1786556374.2291317,1786556374.2438085,1786556422.0795374,2874,2090,30.93677306175232,True,[],0.8024,reverted,0.0,True,1835.474,4616.354,6451.828,moe,1,20,run_5_repetition_0
6,1786556422.0863092,1786556453.0469084,1786556453.0536475,1786556500.8878715,2906,2090,30.960512399673465,True,[],0.7998,reverted,0.0,True,1921.786,4701.515,6623.301,moe,1,20,run_5_repetition_0
7,1786556500.894714,1786556533.0623703,1786556533.0774846,1786556580.8623428,2938,2172,32.167521238327026,True,[],0.676,reverted,0.0,True,1959.091,4449.48,6408.571,moe,1,20,run_5_repetition_0
8,1786556580.8691146,1786556613.2879438,1786556613.2957442,1786556615.9658525,2971,2195,32.4186954498291,True,[],,errored,1.0,False,1976.286,40.01,2016.296,moe,1,20,run_5_repetition_0
9,1786556615.980925,1786556648.8713174,1786556648.8782933,1786556651.5485885,3250,2213,32.89030313491821,True,[],,errored,1.0,False,2005.867,36.922,2042.789,moe,1,20,run_5_repetition_0
10,1786556651.5555856,1786556682.9220805,1786556682.9292955,1786556730.7071614,3264,2117,31.366410732269287,True,[],0.7278,reverted,0.0,True,2022.366,4658.585,6680.951,moe,1,20,run_5_repetition_0
11,1786556730.7143834,1786556763.0937304,1786556763.1088133,1786556810.8926082,3053,2179,32.379252672195435,True,[],0.654,reverted,0.0,True,2028.585,4520.725,6549.31,moe,1,20,run_5_repetition_0
12,1786556810.9004164,1786556842.9328344,1786556842.9402826,1786556890.7754452,3087,2162,32.03232383728027,True,[],0.7168,reverted,0.0,True,1929.782,4562.003,6491.785,moe,1,20,run_5_repetition_0
13,1786556890.7823217,1786556922.003545,1786556922.0185933,1786556969.8059244,3121,2101,31.22113251686096,True,[],0.8082,reverted,0.0,True,1902.271,4484.59,6386.861,moe,1,20,run_5_repetition_0
14,1786556969.812328,1786557002.6162465,1786557002.6237922,1786557050.457454,3155,2204,32.80382990837097,True,[],0.7122,reverted,0.0,True,2079.396,4649.782,6729.178,moe,1,20,run_5_repetition_0
15,1786557050.4649446,1786557082.333724,1786557082.349059,1786557130.182902,3189,2155,31.868639707565308,True,[],0.7062,reverted,0.0,True,2001.755,4577.796,6579.551,moe,1,20,run_5_repetition_0
16,1786557130.190169,1786557161.13259,1786557161.139841,1786557208.9215877,3223,2091,30.94228863716125,True,[],0.8014,reverted,0.0,True,1854.112,4463.525,6317.637,moe,1,20,run_5_repetition_0
17,1786557208.9292345,1786557241.2682962,1786557241.2758706,1786557289.1098087,3256,2185,32.338969230651855,True,[],0.5642,reverted,0.0,True,1942.492,4547.773,6490.265,moe,1,20,run_5_repetition_0
18,1786557289.116326,1786557321.4231396,1786557321.4298043,1786557369.2639463,3288,2163,32.306724309921265,True,[],0.6894,reverted,0.0,True,2057.462,4573.149,6630.611000000001,moe,1,20,run_5_repetition_0
19,1786557369.2719262,1786557401.3653338,1786557401.3728464,1786557449.2067814,3322,2163,32.09331655502319,True,[],0.7102,reverted,0.0,True,1999.558,4618.174,6617.732,moe,1,20,run_5_repetition_0
20,1786557449.2138746,1786557480.2634225,1786557480.278505,1786557528.1141994,3356,2090,31.04945707321167,True,[],0.8004,reverted,0.0,True,1858.423,4512.994,6371.417,moe,1,20,run_5_repetition_0
1,1786512158.94883,1786512190.9493935,1786512190.9642608,1786512193.6851237,2591,2159,32.000450134277344,True,[],,errored,1.0,False,2133.226,49.068,2182.2940000000003,moe,1,20,run_5_repetition_1
2,1786512193.6930966,1786512223.6294916,,,2898,2022,29.9362576007843,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2022.088,0.0,2022.088,moe,1,20,run_5_repetition_1
3,1786512223.634672,1786512252.426378,1786512252.4324782,1786512300.1561208,2681,1943,28.79161524772644,True,[],0.7618,reverted,0.0,True,1912.135,4927.147,6839.282,moe,1,20,run_5_repetition_1
4,1786512300.1623929,1786512332.182788,1786512332.1898315,1786512379.9675815,2687,2170,32.020265340805054,True,[],0.8254,keep,0.0,False,2189.057,5014.167,7203.224,moe,1,20,run_5_repetition_1
5,1786512379.97087,1786512412.397957,1786512412.4128642,1786512460.1464405,2941,2197,32.426995277404785,True,[],0.77,reverted,0.0,True,2234.166,4943.776,7177.942,moe,1,20,run_5_repetition_1
6,1786512460.1529975,1786512491.5765495,1786512491.5834234,1786512539.368274,2974,2129,31.423468351364136,True,[],0.83,reverted,0.0,True,2071.628,4859.577,6931.205,moe,1,20,run_5_repetition_1
7,1786512539.3751397,1786512572.363517,1786512572.370608,1786512620.1063635,3007,2229,32.988290786743164,True,[],0.798,reverted,0.0,True,2141.624,4915.475,7057.099,moe,1,20,run_5_repetition_1
8,1786512620.113712,1786512652.7323103,1786512652.7471058,1786512700.531113,3040,2205,32.618513107299805,True,[],0.8148,reverted,0.0,True,2226.517,5053.939,7280.456,moe,1,20,run_5_repetition_1
9,1786512700.5370307,1786512732.6139443,1786512732.6219728,1786512780.4056647,3073,2173,32.0768256187439,True,[],0.78,reverted,0.0,True,2242.633,5034.055,7276.688,moe,1,20,run_5_repetition_1
10,1786512780.4130397,1786512814.1146429,1786512814.122303,1786512861.908164,3105,2273,33.701512575149536,True,[],0.802,reverted,0.0,True,2244.956,4814.994,7059.95,moe,1,20,run_5_repetition_1
11,1786512861.9147732,1786512896.131354,1786512896.1389043,1786512898.8084714,3139,2307,34.216490745544434,True,[],,errored,1.0,False,2214.608,47.462,2262.07,moe,1,20,run_5_repetition_1
12,1786512898.8159373,1786512931.2569022,1786512931.27063,1786512979.0444906,3408,2192,32.44087481498718,True,[],0.8308,reverted,0.0,True,2307.775,4911.618,7219.393,moe,1,20,run_5_repetition_1
13,1786512979.052156,1786513010.9603703,1786513010.967466,1786513058.7512782,3198,2162,31.90812659263611,True,[],0.8178,reverted,0.0,True,2112.732,4957.228,7069.96,moe,1,20,run_5_repetition_1
14,1786513058.7583644,1786513090.7120998,1786513090.719568,1786513138.4542685,3231,2165,31.953640937805176,True,[],0.8258,reverted,0.0,True,2070.87,4900.039,6970.909,moe,1,20,run_5_repetition_1
15,1786513138.4617164,1786513171.5800004,1786513171.5868192,1786513219.3723102,3264,2217,33.11819505691528,True,[],0.7772,reverted,0.0,True,2331.018,5032.729,7363.747,moe,1,20,run_5_repetition_1
16,1786513219.3791845,1786513253.214648,1786513253.222258,1786513255.8927662,3301,2290,33.83533453941345,True,[],,errored,1.0,False,2350.344,48.723,2399.067,moe,1,20,run_5_repetition_1
17,1786513255.9010324,1786513288.1312096,1786513288.1461768,1786513335.8756642,3570,2178,32.23008894920349,True,[],0.8262,reverted,0.0,True,2167.372,4860.442,7027.814,moe,1,20,run_5_repetition_1
18,1786513335.8824956,1786513369.105798,1786513369.1132598,1786513371.7818897,3360,2234,33.22318196296692,True,[],,errored,1.0,False,2287.905,41.538,2329.443,moe,1,20,run_5_repetition_1
19,1786513371.7890673,1786513404.8082445,1786513404.8153114,1786513407.4858367,3656,2225,33.01909017562866,True,[],,errored,1.0,False,2195.375,52.862,2248.237,moe,1,20,run_5_repetition_1
20,1786513407.4930542,1786513440.3957026,1786513440.4032583,1786513443.073675,3659,2224,32.90255188941956,True,[],,errored,1.0,False,2377.308,47.641,2424.949,moe,1,20,run_5_repetition_1
1,1786510555.6821053,1786510587.7346935,1786510587.7496235,1786510635.5275674,2591,2174,32.05247712135315,True,[],0.8366,keep,0.0,False,2032.773,4342.012,6374.785,moe,1,20,run_5_repetition_2
2,1786510635.530305,1786510667.9847014,1786510667.9916792,1786510715.826697,2856,2197,32.45429515838623,True,[],0.8418,reverted,0.0,True,1858.369,4464.316,6322.685,moe,1,20,run_5_repetition_2
3,1786510715.8331227,1786510748.194551,1786510748.2012012,1786510795.9861636,2892,2190,32.36134195327759,True,[],0.8546,keep,0.0,False,1949.596,4676.332,6625.928,moe,1,20,run_5_repetition_2
4,1786510795.9893515,1786510828.5147786,1786510828.5216873,1786510876.3060417,2947,2202,32.52534008026123,True,[],0.8374,reverted,0.0,True,2099.606,4657.316,6756.9220000000005,moe,1,20,run_5_repetition_2
5,1786510876.3125925,1786510908.717081,,,2983,2202,32.40440344810486,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2101.217,0.0,2101.217,moe,1,20,run_5_repetition_2
6,1786510908.7210925,1786510941.184491,1786510941.191145,1786510988.9765332,3040,2187,32.46331214904785,True,[],0.8046,reverted,0.0,True,1911.273,4780.736,6692.009,moe,1,20,run_5_repetition_2
7,1786510988.9839766,1786511022.425991,1786511022.4340885,1786511050.5908933,3045,2259,33.4419310092926,True,[],0.7926,reverted,0.0,True,2225.248,2820.674,5045.9220000000005,moe,1,20,run_5_repetition_2
8,1786511050.5960047,1786511082.9306695,1786511082.9383907,1786511130.7216272,3081,2197,32.3345742225647,True,[],0.812,reverted,0.0,True,2152.859,4771.494,6924.352999999999,moe,1,20,run_5_repetition_2
9,1786511130.7275765,1786511164.320235,1786511164.3280954,1786511194.4864676,3117,2275,33.59257221221924,True,[],0.7562,reverted,0.0,True,2213.651,2778.78,4992.4310000000005,moe,1,20,run_5_repetition_2
10,1786511194.493959,1786511228.1733608,1786511228.188491,1786511260.3010542,3153,2275,33.67931365966797,True,[],0.7526,reverted,0.0,True,2233.906,2970.812,5204.718,moe,1,20,run_5_repetition_2
11,1786511260.3084488,1786511295.4476438,1786511295.4688935,1786511343.2549024,3190,2374,35.13909912109375,True,[],0.7602,reverted,0.0,True,2308.23,4236.991,6545.221,moe,1,20,run_5_repetition_2
12,1786511343.262365,1786511377.866909,1786511377.874266,1786511380.645111,3227,2353,34.60444235801697,True,[],,errored,1.0,False,2027.096,50.852,2077.948,moe,1,20,run_5_repetition_2
13,1786511380.6514957,1786511413.3181827,1786511413.3251574,1786511461.1097093,3644,2206,32.66655707359314,True,[],0.8096,reverted,0.0,True,2257.264,4574.134,6831.398,moe,1,20,run_5_repetition_2
14,1786511461.115661,1786511493.4373026,1786511493.4522855,1786511541.2361429,3278,2194,32.321558713912964,True,[],0.8208,reverted,0.0,True,2030.328,4428.688,6459.016,moe,1,20,run_5_repetition_2
15,1786511541.2440772,1786511576.9585197,1786511576.9661026,1786511624.7508316,3315,2420,35.71431636810303,True,[],0.7942,reverted,0.0,True,2000.889,4636.493,6637.3820000000005,moe,1,20,run_5_repetition_2
16,1786511624.7581904,1786511657.423003,1786511657.429882,1786511705.2140355,3345,2209,32.664687633514404,True,[],0.8342,reverted,0.0,True,2094.479,4751.122,6845.601000000001,moe,1,20,run_5_repetition_2
17,1786511705.2205987,1786511737.896896,1786511737.9043698,1786511785.686301,3382,2207,32.67621421813965,True,[],0.8556,reverted,0.0,True,2181.289,4543.305,6724.594000000001,moe,1,20,run_5_repetition_2
18,1786511785.6934574,1786511818.8116572,,,3419,2253,33.11811113357544,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2039.04,0.0,2039.04,moe,1,20,run_5_repetition_2
19,1786511818.815723,1786511851.0479429,1786511851.0545514,1786511898.8392987,3477,2190,32.232133626937866,True,[],0.8218,reverted,0.0,True,2041.764,4838.339,6880.103,moe,1,20,run_5_repetition_2
20,1786511898.8464296,1786511932.2215743,1786511932.228569,1786511980.063185,3483,2260,33.37504267692566,True,[],0.836,reverted,0.0,True,2230.936,4532.829,6763.764999999999,moe,1,20,run_5_repetition_2
